"food_order_id","food_id","reservation_id"
10983,12,12538
10984,5,19147
10985,12,5587
10986,4,11904
10987,14,9972
10988,13,14517
10989,9,17267
10990,12,11569
10991,9,8732
10992,1,3378
10993,1,18304
10994,13,15180
10995,8,6741
10996,9,16117
10997,12,6100
10998,13,1833
10999,10,15432
11000,7,23876
11001,6,12179
11002,11,12460
11003,10,13619
11004,7,2940
11005,2,1140
11006,3,21256
11007,12,1896
11008,10,22214
11009,2,14552
11010,9,3105
11011,2,9879
11012,1,7011
11013,10,2007
11014,10,9669
11015,13,11371
11016,13,5985
11017,5,17528
11018,8,17583
11019,8,7549
11020,9,15397
11021,6,745
11022,3,7218
11023,14,1310
11024,3,7413
11025,8,16596
11026,8,2777
11027,5,21291
11028,4,8008
11029,13,15070
11030,3,12985
11031,8,14682
11032,12,20530
11033,10,19712
11034,11,8871
11035,5,16439
11036,12,23418
11037,4,21790
11038,7,9523
11039,1,14625
11040,9,3985
11041,9,2069
11042,8,8072
11043,11,13923
11044,5,18963
11045,14,17639
11046,3,24799
11047,3,22368
11048,11,2398
11049,8,23988
11050,4,5555
11051,14,249
11052,4,2010
11053,11,21926
11054,13,9731
11055,1,9850
11056,7,23750
11057,7,3109
11058,3,13056
11059,11,23023
11060,12,22406
11061,5,17296
11062,8,8724
11063,9,1001
11064,2,18065
11065,13,14863
11066,13,15882
11067,1,10839
11068,4,5528
11069,3,13774
11070,9,9276
11071,8,23694
11072,11,457
11073,13,11824
11074,14,828
11075,11,15088
11076,8,20812
11077,12,14346
11078,12,15670
11079,6,20464
11080,2,19793
11081,6,19983
11082,12,22088
11083,10,15497
11084,5,9686
11085,12,24867
11086,10,13820
11087,8,17762
11088,10,17091
11089,14,15310
11090,7,23216
11091,14,15760
11092,14,18182
11093,12,3274
11094,11,4341
11095,6,23123
11096,13,10529
11097,4,3555
11098,14,17809
11099,10,1427
11100,7,9726
11101,2,1615
11102,5,7684
11103,6,10372
11104,14,17806
11105,2,4227
11106,13,13290
11107,8,14502
11108,11,10077
11109,10,3285
11110,14,8916
11111,7,21311
11112,8,1443
11113,9,17699
11114,5,3695
11115,5,22430
11116,6,1724
11117,2,23689
11118,5,22160
11119,2,18002
11120,4,13769
11121,11,5047
11122,4,14989
11123,3,15909
11124,9,12680
11125,9,20990
11126,9,6911
11127,1,7354
11128,5,6887
11129,5,13563
11130,14,21651
11131,6,20650
11132,3,9636
11133,2,11920
11134,10,11163
11135,3,12571
11136,12,3099
11137,3,24437
11138,3,12073
11139,13,20079
11140,5,14595
11141,5,5471
11142,5,12137
11143,2,11912
11144,1,14019
11145,2,4452
11146,5,16009
11147,5,6273
11148,6,24171
11149,3,23514
11150,5,9706
11151,3,17418
11152,11,6533
11153,9,694
11154,11,12101
11155,3,17566
11156,5,15163
11157,13,24124
11158,12,16010
11159,8,10784
11160,11,1648
11161,4,15731
11162,13,10852
11163,10,15837
11164,2,9995
11165,12,9351
11166,12,17162
11167,7,19823
11168,1,5338
11169,2,15383
11170,6,5858
11171,4,10292
11172,11,22657
11173,2,20444
11174,2,4424
11175,11,11595
11176,1,14359
11177,4,19177
11178,9,12698
11179,6,9244
11180,8,15789
11181,2,15390
11182,12,9479
11183,5,24635
11184,14,5306
11185,11,24476
11186,7,13765
11187,14,21938
11188,4,21896
11189,3,13077
11190,3,23018
11191,9,20532
11192,3,12640
11193,12,13540
11194,7,1766
11195,10,10996
11196,2,128
11197,5,24281
11198,8,489
11199,4,13600
11200,7,10095
11201,1,99
11202,13,15928
11203,8,22204
11204,14,3496
11205,10,16447
11206,10,3717
11207,8,1087
11208,8,2295
11209,13,9807
11210,10,9264
11211,12,17936
11212,13,15194
11213,6,425
11214,14,3505
11215,1,17351
11216,7,23188
11217,1,22886
11218,1,10343
11219,13,17351
11220,13,22441
11221,2,19020
11222,5,22624
11223,11,6862
11224,5,19748
11225,9,24237
11226,7,14206
11227,11,4696
11228,4,14763
11229,12,13454
11230,9,20805
11231,11,2190
11232,5,13966
11233,10,772
11234,11,18231
11235,7,4969
11236,4,21120
11237,14,1689
11238,14,20510
11239,6,21825
11240,7,4165
11241,9,6905
11242,1,4051
11243,8,15276
11244,11,14364
11245,13,17958
11246,2,11937
11247,14,1243
11248,4,11831
11249,4,6438
11250,12,23803
11251,13,19704
11252,3,18734
11253,2,17514
11254,14,15981
11255,10,4593
11256,9,18241
11257,9,20511
11258,12,12710
11259,14,14035
11260,2,17346
11261,14,14644
11262,7,157
11263,8,7741
11264,11,7399
11265,2,14414
11266,14,10313
11267,10,13838
11268,13,9139
11269,12,1255
11270,9,7607
11271,12,8112
11272,6,14052
11273,14,8253
11274,5,3850
11275,5,24197
11276,12,19459
11277,12,6844
11278,5,5620
11279,13,17651
11280,1,5685
11281,8,22899
11282,5,5053
11283,3,3986
11284,2,16464
11285,2,20142
11286,3,3260
11287,10,8442
11288,7,23330
11289,9,21522
11290,13,24386
11291,6,23910
11292,5,2766
11293,6,21634
11294,2,213
11295,9,18838
11296,2,23817
11297,1,16851
11298,14,18675
11299,9,23894
11300,13,17758
11301,2,6829
11302,6,2574
11303,7,11134
11304,11,7420
11305,12,14599
11306,6,5284
11307,14,23117
11308,1,8009
11309,11,18473
11310,7,17393
11311,11,8101
11312,12,16006
11313,2,24118
11314,12,8678
11315,14,20787
11316,8,6025
11317,14,21214
11318,1,108
11319,1,12915
11320,1,2434
11321,6,4069
11322,14,20860
11323,8,17412
11324,10,22100
11325,12,5432
11326,3,21413
11327,2,12264
11328,7,9729
11329,2,19748
11330,7,1132
11331,7,23532
11332,4,5958
11333,8,13098
11334,5,9887
11335,11,7850
11336,13,17470
11337,13,7948
11338,10,9958
11339,9,20222
11340,7,22436
11341,3,21064
11342,4,11311
11343,8,5188
11344,1,10912
11345,7,24472
11346,14,21759
11347,14,23564
11348,5,5129
11349,7,1061
11350,14,15646
11351,1,8797
11352,6,8999
11353,7,22122
11354,6,8980
11355,11,22720
11356,9,5685
11357,2,15554
11358,10,14892
11359,14,9392
11360,7,22168
11361,7,3073
11362,11,16274
11363,3,9119
11364,3,1608
11365,12,7240
11366,5,22614
11367,8,19127
11368,7,9349
11369,7,12536
11370,1,13855
11371,9,7965
11372,12,5655
11373,6,10501
11374,1,6898
11375,11,6796
11376,8,13714
11377,5,14366
11378,3,11159
11379,13,9941
11380,14,3513
11381,3,19830
11382,8,5773
11383,8,13014
11384,8,10775
11385,6,1262
11386,2,8290
11387,1,2783
11388,9,4762
11389,6,17368
11390,14,11399
11391,9,8893
11392,4,11510
11393,8,16351
11394,7,4790
11395,2,17822
11396,8,6350
11397,1,1535
11398,12,16756
11399,4,18650
11400,13,7754
11401,7,4076
11402,11,24577
11403,3,6612
11404,9,23538
11405,7,10323
11406,3,7789
11407,8,4206
11408,1,20278
11409,11,12954
11410,4,17077
11411,7,8924
11412,1,14268
11413,3,23683
11414,9,12171
11415,14,9374
11416,7,21211
11417,7,21466
11418,12,10532
11419,8,17115
11420,4,5655
11421,6,1689
11422,7,6618
11423,5,23171
11424,14,21427
11425,1,15689
11426,5,17904
11427,9,3605
11428,13,15149
11429,8,6992
11430,10,17168
11431,14,21854
11432,3,20364
11433,12,18295
11434,6,17926
11435,10,13726
11436,6,15535
11437,8,8990
11438,3,22789
11439,7,9113
11440,5,2403
11441,5,7529
11442,5,22004
11443,1,384
11444,8,11099
11445,9,2909
11446,6,7393
11447,13,21052
11448,10,9849
11449,7,13563
11450,14,9994
11451,11,3324
11452,2,9301
11453,11,10865
11454,12,21570
11455,3,3755
11456,12,6856
11457,5,8596
11458,14,18535
11459,10,20559
11460,3,4253
11461,6,13777
11462,12,13476
11463,14,6006
11464,6,9628
11465,13,4825
11466,2,5066
11467,8,12131
11468,12,5077
11469,1,3799
11470,1,20218
11471,10,21177
11472,10,15372
11473,6,1147
11474,11,12299
11475,6,10965
11476,7,14717
11477,5,12486
11478,12,2730
11479,8,3269
11480,5,11801
11481,4,21368
11482,4,15500
11483,12,24823
11484,12,9369
11485,12,3585
11486,11,3221
11487,14,3579
11488,3,13916
11489,7,23145
11490,13,22658
11491,14,2278
11492,14,20673
11493,1,9680
11494,6,1262
11495,11,7465
11496,14,15101
11497,7,24012
11498,14,7779
11499,1,16835
11500,13,13811
11501,2,8468
11502,1,18132
11503,1,2435
11504,8,2298
11505,13,23497
11506,2,4525
11507,14,14202
11508,1,4504
11509,9,4464
11510,7,8519
11511,12,13262
11512,8,23390
11513,11,22010
11514,14,17789
11515,6,11984
11516,12,22421
11517,2,20234
11518,6,19349
11519,9,12707
11520,5,3649
11521,5,24665
11522,2,15419
11523,3,16149
11524,7,4541
11525,1,7496
11526,1,9664
11527,5,14362
11528,7,12029
11529,7,18301
11530,7,10601
11531,1,1858
11532,5,8522
11533,13,16530
11534,8,1353
11535,5,17422
11536,14,1493
11537,2,18319
11538,10,9258
11539,3,21256
11540,1,7723
11541,10,20671
11542,6,15625
11543,13,21330
11544,10,13912
11545,4,10943
11546,13,16963
11547,10,15790
11548,5,8690
11549,1,19594
11550,12,24307
11551,5,13458
11552,10,1916
11553,1,15582
11554,3,10400
11555,10,3155
11556,11,5694
11557,13,2808
11558,8,10188
11559,13,14198
11560,4,9518
11561,7,24047
11562,3,6597
11563,9,4568
11564,7,24195
11565,11,6998
11566,3,6831
11567,13,13281
11568,2,2857
11569,3,9701
11570,4,18756
11571,9,5881
11572,11,18194
11573,3,23912
11574,3,4460
11575,6,16696
11576,6,3944
11577,13,11259
11578,5,19336
11579,11,23712
11580,10,5951
11581,5,3056
11582,12,19725
11583,6,512
11584,13,13697
11585,4,3722
11586,9,12018
11587,12,1863
11588,12,23897
11589,9,10445
11590,10,24361
11591,10,18910
11592,10,18062
11593,7,5349
11594,3,17519
11595,4,765
11596,7,13258
11597,3,23598
11598,8,22996
11599,6,14250
11600,2,6562
11601,5,21415
11602,7,13958
11603,9,479
11604,1,15040
11605,3,19993
11606,2,1986
11607,9,14986
11608,6,11020
11609,5,12191
11610,9,14031
11611,5,24341
11612,1,17073
11613,12,17243
11614,10,8926
11615,9,7902
11616,10,13235
11617,5,4423
11618,9,3948
11619,11,19754
11620,13,2557
11621,5,22278
11622,12,7173
11623,14,16376
11624,3,4565
11625,14,23167
11626,10,2040
11627,6,5269
11628,11,20226
11629,7,2823
11630,3,11161
11631,12,17914
11632,10,6637
11633,10,159
11634,8,13797
11635,4,23103
11636,9,4488
11637,13,11371
11638,2,8663
11639,4,13255
11640,14,2099
11641,2,18592
11642,11,7075
11643,12,10286
11644,8,17145
11645,1,21044
11646,8,14254
11647,4,5748
11648,5,17780
11649,8,10639
11650,4,4456
11651,9,2889
11652,7,485
11653,13,2020
11654,11,3307
11655,12,24936
11656,7,9177
11657,11,5136
11658,2,9064
11659,6,10483
11660,10,23515
11661,6,1558
11662,3,6739
11663,13,12937
11664,7,24111
11665,5,21434
11666,5,14196
11667,11,18978
11668,11,20990
11669,14,1118
11670,12,13379
11671,13,15958
11672,7,10854
11673,7,2997
11674,14,16979
11675,6,12062
11676,13,17677
11677,9,18026
11678,12,19379
11679,12,23789
11680,5,3779
11681,14,1349
11682,3,10989
11683,3,22223
11684,2,7380
11685,5,20613
11686,8,7672
11687,7,15056
11688,6,10227
11689,4,23801
11690,13,18220
11691,5,20177
11692,4,21135
11693,13,10380
11694,4,22129
11695,8,1377
11696,2,3688
11697,4,20043
11698,3,7552
11699,2,2507
11700,6,13760
11701,6,18155
11702,5,13975
11703,6,5102
11704,6,22158
11705,1,2294
11706,3,6466
11707,10,1336
11708,9,21467
11709,6,17123
11710,5,19706
11711,10,11271
11712,2,19319
11713,6,3402
11714,11,7226
11715,9,9380
11716,12,3160
11717,12,19268
11718,11,3846
11719,14,3855
11720,4,9141
11721,11,24010
11722,7,16392
11723,12,9393
11724,13,13518
11725,2,24149
11726,11,9146
11727,3,15960
11728,1,10597
11729,13,23357
11730,2,22490
11731,12,12951
11732,10,3292
11733,8,13772
11734,4,14903
11735,10,23721
11736,1,22146
11737,5,8958
11738,1,5392
11739,2,10903
11740,6,18324
11741,1,3570
11742,14,5424
11743,6,9855
11744,13,23991
11745,3,2606
11746,11,18084
11747,11,250
11748,4,15899
11749,7,19514
11750,14,8883
11751,2,1437
11752,10,18260
11753,13,15488
11754,7,10580
11755,1,5230
11756,9,5518
11757,1,15744
11758,7,13939
11759,5,20841
11760,5,12323
11761,13,10087
11762,12,6815
11763,5,7078
11764,3,9565
11765,7,12311
11766,8,13713
11767,11,7616
11768,3,12111
11769,12,11910
11770,5,10302
11771,11,8679
11772,7,6456
11773,9,14844
11774,9,798
11775,6,10073
11776,13,16727
11777,5,8172
11778,5,13754
11779,8,5358
11780,1,1981
11781,2,9324
11782,9,2633
11783,11,10443
11784,2,6090
11785,8,22292
11786,9,6757
11787,2,9686
11788,2,1015
11789,4,10323
11790,12,11075
11791,6,11239
11792,4,17024
11793,4,4588
11794,13,15335
11795,8,23289
11796,8,17973
11797,3,24897
11798,3,24251
11799,13,9657
11800,1,5278
11801,8,16215
11802,12,21273
11803,14,2834
11804,2,107
11805,4,13397
11806,6,15829
11807,1,3345
11808,9,1987
11809,12,6724
11810,12,4613
11811,3,12565
11812,10,957
11813,14,5986
11814,10,11787
11815,5,5975
11816,3,9842
11817,12,6302
11818,8,3428
11819,11,15488
11820,11,2410
11821,9,21413
11822,11,4962
11823,5,1330
11824,11,16222
11825,4,393
11826,1,2158
11827,6,14367
11828,9,19806
11829,8,2482
11830,11,11301
11831,8,7600
11832,1,10988
11833,4,4800
11834,7,4780
11835,14,20114
11836,12,14189
11837,9,21790
11838,3,972
11839,13,1435
11840,7,7134
11841,4,2895
11842,1,11954
11843,1,6051
11844,1,23199
11845,7,16385
11846,6,1567
11847,3,18284
11848,5,14723
11849,14,6494
11850,6,22016
11851,5,7530
11852,12,8555
11853,5,8277
11854,2,17009
11855,10,812
11856,10,18582
11857,14,19183
11858,3,18273
11859,2,5185
11860,3,4050
11861,7,3581
11862,13,17577
11863,13,3126
11864,11,6030
11865,6,2539
11866,3,28
11867,5,17710
11868,2,17463
11869,14,11134
11870,12,8118
11871,8,433
11872,9,5621
11873,10,11415
11874,1,21139
11875,10,19108
11876,9,9998
11877,4,9585
11878,5,157
11879,12,4616
11880,9,5744
11881,1,2260
11882,8,5984
11883,6,15314
11884,9,19116
11885,7,13492
11886,13,12121
11887,13,19723
11888,6,4302
11889,9,9228
11890,8,835
11891,14,9679
11892,7,18721
11893,12,21547
11894,12,744
11895,7,14904
11896,10,11547
11897,10,19190
11898,11,47
11899,5,15455
11900,12,1718
11901,5,3878
11902,6,20016
11903,4,11
11904,8,14334
11905,4,942
11906,12,9166
11907,10,11206
11908,9,3145
11909,14,3045
11910,3,12995
11911,4,6521
11912,5,11680
11913,3,12855
11914,12,21253
11915,12,22079
11916,6,599
11917,12,6993
11918,1,3025
11919,2,2217
11920,4,17111
11921,7,6296
11922,11,16613
11923,13,19331
11924,9,8351
11925,6,3330
11926,4,23534
11927,4,5829
11928,2,9823
11929,7,17963
11930,5,21919
11931,10,6360
11932,14,21280
11933,13,19283
11934,6,20746
11935,14,4583
11936,7,13835
11937,4,9590
11938,8,18011
11939,12,22778
11940,13,1935
11941,12,10946
11942,11,14892
11943,14,18387
11944,1,10794
11945,13,13006
11946,11,8914
11947,1,17355
11948,12,3061
11949,9,15320
11950,8,22138
11951,1,13770
11952,2,11915
11953,13,9037
11954,4,15843
11955,5,18959
11956,4,21855
11957,9,10065
11958,5,17708
11959,3,14773
11960,6,15792
11961,9,24056
11962,6,11488
11963,3,3794
11964,5,5881
11965,13,149
11966,5,12192
11967,10,3845
11968,1,4201
11969,1,4827
11970,13,3000
11971,9,12926
11972,14,11428
11973,6,20750
11974,5,24331
11975,6,722
11976,9,19807
11977,10,24070
11978,1,14412
11979,8,17552
11980,12,21478
11981,10,20705
11982,10,15487
11983,6,19604
11984,12,16331
11985,5,13369
11986,6,11092
11987,14,17691
11988,11,23867
11989,9,15587
11990,13,16190
11991,6,14107
11992,10,17417
11993,4,10938
11994,9,24932
11995,14,11431
11996,7,886
11997,2,12184
11998,1,1812
11999,7,4608
12000,12,18589
12001,1,5111
12002,14,14956
12003,8,24402
12004,2,23603
12005,9,9411
12006,2,4256
12007,8,7019
12008,5,1156
12009,14,14277
12010,4,6481
12011,13,20820
12012,13,19236
12013,11,9251
12014,13,4052
12015,10,11186
12016,7,13339
12017,11,636
12018,8,3864
12019,14,5215
12020,8,24253
12021,1,17551
12022,7,3771
12023,7,923
12024,13,21954
12025,14,11645
12026,11,20276
12027,14,19795
12028,14,4413
12029,10,22814
12030,7,23371
12031,14,21398
12032,13,2488
12033,7,10337
12034,3,11177
12035,8,24885
12036,10,6274
12037,8,16462
12038,8,18547
12039,4,13308
12040,1,16888
12041,3,18088
12042,11,38
12043,2,22770
12044,1,6964
12045,2,23484
12046,9,3740
12047,9,5053
12048,13,20682
12049,6,16273
12050,4,12403
12051,3,3240
12052,9,4876
12053,7,17214
12054,13,11431
12055,14,4030
12056,14,4907
12057,13,1083
12058,10,23887
12059,10,3612
12060,2,22882
12061,14,19424
12062,13,1062
12063,2,7503
12064,7,24001
12065,13,19546
12066,13,23105
12067,2,1240
12068,5,8353
12069,7,12887
12070,9,23771
12071,14,8038
12072,2,18957
12073,1,20308
12074,8,5577
12075,1,758
12076,1,6304
12077,3,1399
12078,9,10201
12079,13,8918
12080,13,17907
12081,1,6464
12082,3,24326
12083,12,22512
12084,1,8054
12085,8,9738
12086,1,8629
12087,12,4653
12088,14,4295
12089,12,7822
12090,7,23603
12091,14,12553
12092,10,18617
12093,3,23847
12094,9,9128
12095,8,10236
12096,10,865
12097,11,20427
12098,3,9234
12099,13,143
12100,11,21658
12101,13,13717
12102,11,1229
12103,14,14464
12104,12,22057
12105,1,6476
12106,7,6822
12107,14,7041
12108,3,8014
12109,9,7440
12110,8,24211
12111,3,16137
12112,7,4511
12113,4,7723
12114,14,24104
12115,7,16872
12116,2,22171
12117,12,13363
12118,13,17965
12119,7,5794
12120,12,16995
12121,14,15036
12122,6,2013
12123,10,3409
12124,3,11209
12125,14,17606
12126,1,22928
12127,10,7906
12128,12,13202
12129,11,17856
12130,5,1031
12131,9,3351
12132,7,14353
12133,4,3462
12134,12,6841
12135,7,15840
12136,14,12932
12137,4,23735
12138,13,10859
12139,11,1344
12140,9,10076
12141,7,2993
12142,11,19237
12143,7,24420
12144,2,11115
12145,13,10468
12146,3,2560
12147,3,24025
12148,8,17302
12149,10,24222
12150,8,5284
12151,11,11408
12152,13,3726
12153,2,15064
12154,11,7130
12155,11,8412
12156,2,22481
12157,6,16654
12158,9,3098
12159,10,20228
12160,14,15604
12161,7,3359
12162,4,21249
12163,4,20345
12164,11,2602
12165,1,3822
12166,13,24720
12167,14,2448
12168,12,20860
12169,4,8344
12170,11,24894
12171,11,16471
12172,5,20083
12173,8,2721
12174,9,6149
12175,2,8765
12176,1,20201
12177,7,14312
12178,13,5175
12179,12,20610
12180,3,6411
12181,13,24761
12182,9,23948
12183,7,235
12184,12,8702
12185,11,9102
12186,3,16952
12187,2,261
12188,11,2164
12189,10,21025
12190,1,22619
12191,1,7922
12192,14,14658
12193,13,1569
12194,5,12351
12195,6,2740
12196,1,24941
12197,9,19440
12198,3,595
12199,11,5407
12200,9,6684
12201,11,9558
12202,9,9400
12203,4,16189
12204,1,24156
12205,4,938
12206,14,1135
12207,10,18097
12208,11,1286
12209,11,13129
12210,3,22421
12211,4,23559
12212,8,3395
12213,12,2534
12214,11,22050
12215,2,1068
12216,7,20396
12217,1,22367
12218,4,973
12219,1,11942
12220,2,22433
12221,4,500
12222,7,8297
12223,11,15128
12224,13,5985
12225,1,17318
12226,11,3159
12227,12,5418
12228,12,12546
12229,14,2794
12230,7,13196
12231,3,14729
12232,4,20426
12233,5,19458
12234,7,16886
12235,10,1421
12236,14,6067
12237,1,12317
12238,1,17107
12239,12,3448
12240,1,12129
12241,11,17674
12242,10,11694
12243,11,9421
12244,1,13915
12245,10,6373
12246,14,10628
12247,3,11106
12248,13,7236
12249,2,5217
12250,1,8303
12251,11,19246
12252,5,8922
12253,5,17581
12254,3,18282
12255,13,16952
12256,10,19190
12257,13,20832
12258,10,9156
12259,3,18734
12260,3,20393
12261,14,3
12262,14,10043
12263,12,1371
12264,14,14126
12265,10,23248
12266,2,4266
12267,14,10270
12268,7,968
12269,5,14626
12270,1,927
12271,5,4793
12272,8,2997
12273,6,23990
12274,10,6366
12275,14,14072
12276,5,7703
12277,11,6277
12278,5,14647
12279,1,12859
12280,10,22045
12281,6,493
12282,4,11087
12283,14,20442
12284,1,22980
12285,10,4350
12286,1,13224
12287,8,22891
12288,10,11
12289,3,8827
12290,2,23274
12291,8,7764
12292,3,5828
12293,10,15875
12294,7,335
12295,11,3632
12296,14,18679
12297,4,6604
12298,9,3513
12299,10,22036
12300,8,20920
12301,6,18093
12302,1,15462
12303,13,18477
12304,1,2937
12305,3,22070
12306,4,7683
12307,10,2805
12308,12,17274
12309,13,23415
12310,2,11771
12311,11,21970
12312,3,24841
12313,11,9171
12314,12,280
12315,1,12529
12316,10,6924
12317,10,13040
12318,8,8607
12319,5,5557
12320,5,2404
12321,4,9058
12322,14,23584
12323,7,8765
12324,1,9439
12325,9,10720
12326,2,23859
12327,14,9601
12328,11,12739
12329,11,11715
12330,6,4333
12331,3,8148
12332,14,20650
12333,7,14561
12334,6,831
12335,13,5067
12336,4,22992
12337,8,13060
12338,13,16808
12339,7,67
12340,12,3295
12341,9,14429
12342,3,7984
12343,12,1472
12344,7,23202
12345,10,16813
12346,11,3282
12347,11,17431
12348,13,16040
12349,13,10228
12350,13,19770
12351,7,174
12352,8,10365
12353,2,23336
12354,13,3061
12355,11,3192
12356,11,22009
12357,6,847
12358,13,18941
12359,5,17776
12360,2,7373
12361,11,24875
12362,9,632
12363,13,13820
12364,10,13624
12365,7,14259
12366,1,7699
12367,8,10612
12368,5,6055
12369,1,24109
12370,7,24853
12371,1,18513
12372,2,11260
12373,6,14558
12374,11,6202
12375,12,7524
12376,11,20410
12377,2,6438
12378,12,12629
12379,1,15213
12380,6,8593
12381,12,15103
12382,6,8409
12383,8,6211
12384,1,18546
12385,14,11363
12386,2,21143
12387,7,5410
12388,12,8313
12389,10,4395
12390,4,16802
12391,9,21064
12392,7,23815
12393,2,19855
12394,12,7867
12395,7,8606
12396,12,10632
12397,6,13158
12398,5,18673
12399,3,21704
12400,7,16848
12401,9,11783
12402,4,22531
12403,14,23392
12404,7,15540
12405,2,12792
12406,14,17306
12407,4,23381
12408,4,22827
12409,10,6689
12410,11,11401
12411,8,23873
12412,8,10882
12413,3,12705
12414,12,14238
12415,6,8372
12416,11,22813
12417,14,24317
12418,1,12769
12419,11,4891
12420,9,1834
12421,9,6173
12422,2,23541
12423,6,10692
12424,7,6385
12425,4,11892
12426,8,10698
12427,7,6097
12428,1,19936
12429,10,4294
12430,2,2378
12431,9,967
12432,11,9287
12433,5,2981
12434,11,17962
12435,3,14791
12436,14,16815
12437,7,7415
12438,13,11857
12439,10,21328
12440,9,23475
12441,3,10566
12442,10,1240
12443,5,6528
12444,14,17047
12445,8,12706
12446,1,21145
12447,10,8381
12448,7,5798
12449,14,18929
12450,8,20413
12451,4,5998
12452,2,16664
12453,7,12832
12454,9,12637
12455,7,3947
12456,13,2080
12457,12,16253
12458,11,12371
12459,1,7724
12460,10,2389
12461,8,24350
12462,5,6681
12463,6,12442
12464,1,24485
12465,10,19942
12466,3,1662
12467,10,16465
12468,10,373
12469,1,1618
12470,10,23106
12471,7,9854
12472,12,8080
12473,1,22474
12474,7,2628
12475,3,20935
12476,2,4677
12477,7,8608
12478,2,3250
12479,7,15
12480,9,7909
12481,9,16264
12482,7,5589
12483,12,9184
12484,3,9543
12485,5,4129
12486,14,18104
12487,4,6961
12488,13,12180
12489,8,22539
12490,12,17838
12491,11,13107
12492,7,4418
12493,11,12551
12494,14,3898
12495,4,24631
12496,9,1932
12497,9,3849
12498,7,6150
12499,1,24805
12500,8,12532
12501,2,19364
12502,13,10903
12503,1,17089
12504,8,4128
12505,5,7314
12506,13,3176
12507,7,18007
12508,12,896
12509,7,14820
12510,4,19152
12511,2,21089
12512,11,8478
12513,11,8362
12514,8,15133
12515,2,8089
12516,5,4709
12517,9,10306
12518,5,21093
12519,6,24571
12520,2,15906
12521,8,14922
12522,14,23240
12523,9,7766
12524,2,17657
12525,11,8881
12526,4,8737
12527,6,10604
12528,7,20230
12529,13,13056
12530,14,7308
12531,3,2680
12532,3,3852
12533,10,19102
12534,3,3177
12535,4,1682
12536,10,10076
12537,8,8669
12538,4,16733
12539,1,22217
12540,5,6003
12541,2,24453
12542,3,11639
12543,4,11921
12544,5,6741
12545,14,1750
12546,11,3819
12547,8,9369
12548,12,6229
12549,8,23589
12550,12,16081
12551,7,17701
12552,13,13380
12553,12,9794
12554,11,12069
12555,9,19071
12556,8,19012
12557,11,11554
12558,14,2791
12559,10,8506
12560,13,9275
12561,12,19883
12562,13,3516
12563,4,13237
12564,3,4250
12565,3,1362
12566,11,3644
12567,3,12681
12568,7,18358
12569,13,15954
12570,3,17891
12571,12,7965
12572,4,881
12573,11,736
12574,5,16721
12575,7,18784
12576,4,10214
12577,2,18382
12578,2,3309
12579,4,14049
12580,6,13472
12581,7,2174
12582,2,10219
12583,2,8940
12584,6,20396
12585,5,1316
12586,13,14864
12587,2,21628
12588,4,2862
12589,2,9317
12590,14,13912
12591,5,23263
12592,7,325
12593,14,1610
12594,6,12442
12595,3,2068
12596,1,3047
12597,8,9143
12598,10,15479
12599,11,7457
12600,12,14806
12601,12,20162
12602,5,15621
12603,2,6858
12604,14,1652
12605,11,9775
12606,10,8259
12607,9,11109
12608,8,24754
12609,5,4003
12610,12,23596
12611,3,22728
12612,1,21087
12613,5,21611
12614,11,22570
12615,7,20173
12616,12,8322
12617,10,14703
12618,2,10341
12619,13,3797
12620,10,13390
12621,14,24526
12622,4,1651
12623,1,22254
12624,11,24667
12625,14,10360
12626,11,572
12627,9,13345
12628,7,16711
12629,6,9988
12630,9,22148
12631,2,4504
12632,4,16825
12633,9,3124
12634,1,13761
12635,10,31
12636,14,15518
12637,10,22944
12638,2,18407
12639,13,5701
12640,1,7494
12641,7,20888
12642,10,10054
12643,13,17308
12644,2,18732
12645,6,13318
12646,6,24512
12647,3,15787
12648,10,5064
12649,12,17258
12650,12,10872
12651,6,12089
12652,3,24871
12653,3,22901
12654,11,8214
12655,2,4646
12656,8,13830
12657,12,20343
12658,3,7818
12659,5,3797
12660,1,15651
12661,3,2005
12662,6,23868
12663,11,20654
12664,9,20588
12665,13,7186
12666,12,4379
12667,1,13864
12668,8,16280
12669,8,8896
12670,14,6539
12671,9,1584
12672,14,21919
12673,2,12600
12674,10,10844
12675,8,20410
12676,8,14220
12677,6,21898
12678,8,8721
12679,9,21936
12680,13,10427
12681,6,8606
12682,3,13607
12683,14,24405
12684,5,4406
12685,9,22290
12686,4,17292
12687,8,19174
12688,1,3713
12689,9,1252
12690,8,13067
12691,13,5284
12692,9,5899
12693,4,20008
12694,12,23297
12695,11,10097
12696,4,6931
12697,13,23332
12698,14,15282
12699,2,10640
12700,13,7590
12701,14,2035
12702,2,17674
12703,12,21935
12704,6,11246
12705,2,8247
12706,14,5315
12707,14,10283
12708,8,5981
12709,4,14097
12710,11,23722
12711,13,22920
12712,5,427
12713,7,14927
12714,14,24034
12715,4,21239
12716,6,5204
12717,11,17296
12718,9,9938
12719,12,14151
12720,8,3686
12721,6,4824
12722,3,17202
12723,4,23101
12724,2,3293
12725,5,16317
12726,4,10808
12727,10,8597
12728,3,13663
12729,1,14220
12730,14,4201
12731,12,14079
12732,6,3040
12733,14,14012
12734,8,317
12735,14,16378
12736,14,4415
12737,13,8312
12738,7,7430
