"reservation_id","room_id","employee_id","goal_id","travel_agency_id","client_id","arrival_date","departure_date"
2283,74,9,5,1,582,"2015-11-20","2015-11-20"
2284,36,11,3,1,825,"2017-11-26","2017-12-01"
2285,79,8,2,1,185,"2016-07-10","2016-08-08"
2286,430,3,4,1,305,"2015-07-21","2015-07-29"
2287,344,12,4,1,804,"2017-07-05","2017-08-04"
2288,474,8,4,1,156,"2017-09-06","2017-09-26"
2289,335,3,3,1,141,"2017-10-27","2017-11-04"
2290,363,10,1,1,710,"2017-10-04","2017-11-01"
2291,390,10,3,1,460,"2015-05-12","2015-05-21"
2292,159,4,3,1,28,"2017-10-26","2017-11-14"
2293,235,6,5,1,715,"2016-03-05","2016-03-24"
2294,32,8,4,1,749,"2016-04-21","2016-05-03"
2295,223,15,1,1,941,"2016-11-25","2016-12-03"
2296,25,2,1,1,125,"2018-05-30","2018-06-09"
2297,230,15,2,1,510,"2015-04-06","2015-04-24"
2298,454,2,5,1,549,"2016-05-26","2016-06-16"
2299,481,1,2,1,916,"2017-03-08","2017-03-08"
2300,87,3,1,1,268,"2016-07-15","2016-07-20"
2301,245,1,4,1,110,"2015-03-20","2015-04-17"
2302,193,1,1,1,564,"2018-06-09","2018-06-25"
2303,482,1,5,1,360,"2016-01-03","2016-01-19"
2304,306,13,2,1,252,"2015-07-14","2015-08-13"
2305,360,10,2,1,359,"2017-06-04","2017-06-11"
2306,94,10,3,1,139,"2018-06-23","2018-07-08"
2307,426,4,1,1,860,"2015-11-11","2015-12-04"
2308,434,6,3,1,440,"2016-04-18","2016-05-02"
2309,191,8,5,1,483,"2015-04-10","2015-05-09"
2310,363,3,3,1,146,"2016-12-04","2016-12-15"
2311,416,10,2,1,517,"2015-07-19","2015-08-17"
2312,453,1,1,1,487,"2017-06-19","2017-06-26"
2313,30,5,3,1,881,"2015-11-13","2015-11-21"
2314,462,6,3,1,131,"2015-06-02","2015-06-24"
2315,407,6,3,1,477,"2017-02-06","2017-02-15"
2316,378,16,4,1,232,"2017-12-11","2017-12-20"
2317,488,2,4,1,323,"2016-12-30","2017-01-07"
2318,459,3,4,1,44,"2017-06-16","2017-06-19"
2319,348,7,3,1,329,"2016-02-04","2016-02-06"
2320,209,2,2,1,177,"2015-08-10","2015-08-19"
2321,43,16,1,1,451,"2015-03-02","2015-03-18"
2322,226,7,4,1,795,"2015-01-29","2015-02-23"
2323,238,7,4,1,644,"2015-07-18","2015-07-21"
2324,307,4,3,1,480,"2015-07-04","2015-07-05"
2325,4,1,5,1,278,"2018-01-26","2018-02-11"
2326,125,11,4,1,892,"2017-01-19","2017-01-24"
2327,8,7,2,1,773,"2015-07-23","2015-07-27"
2328,203,16,1,1,693,"2016-12-11","2017-01-08"
2329,75,7,2,1,730,"2018-02-20","2018-03-05"
2330,194,11,2,1,9,"2015-04-09","2015-04-14"
2331,304,7,1,1,926,"2016-08-02","2016-08-20"
2332,443,16,2,1,838,"2017-02-08","2017-02-22"
2333,6,1,4,1,149,"2015-11-30","2015-12-20"
2334,319,3,4,1,938,"2015-09-28","2015-10-18"
2335,248,10,4,1,756,"2017-09-02","2017-09-30"
2336,67,7,2,1,800,"2016-02-29","2016-03-02"
2337,191,10,4,1,127,"2015-10-25","2015-11-04"
2338,493,3,3,1,890,"2016-11-24","2016-12-05"
2339,137,13,3,1,155,"2017-01-04","2017-01-25"
2340,353,11,3,1,673,"2017-09-07","2017-09-28"
2341,91,6,3,1,246,"2015-01-23","2015-02-11"
2342,113,15,5,1,420,"2018-05-31","2018-05-31"
2343,398,5,1,1,497,"2018-07-04","2018-07-18"
2344,206,5,1,1,394,"2016-07-24","2016-07-26"
2345,179,10,2,1,21,"2017-09-11","2017-10-07"
2346,229,5,4,1,305,"2016-02-26","2016-03-22"
2347,122,1,3,1,499,"2017-09-09","2017-10-04"
2348,195,1,4,1,68,"2018-05-21","2018-06-04"
2349,157,4,4,1,188,"2016-02-11","2016-02-21"
2350,184,16,3,1,595,"2017-03-23","2017-03-23"
2351,301,8,3,1,877,"2017-08-16","2017-08-21"
2352,119,3,3,1,201,"2018-05-10","2018-05-17"
2353,109,10,2,1,949,"2018-03-14","2018-03-17"
2354,392,13,2,1,505,"2016-11-16","2016-12-16"
2355,300,16,5,1,655,"2017-10-30","2017-11-12"
2356,431,11,1,1,21,"2018-03-09","2018-03-15"
2357,372,14,4,1,438,"2015-10-26","2015-11-24"
2358,77,1,1,1,181,"2017-05-08","2017-05-16"
2359,301,7,4,1,90,"2016-03-30","2016-04-02"
2360,313,6,3,1,464,"2016-07-26","2016-08-06"
2361,288,3,1,1,258,"2017-10-28","2017-10-30"
2362,416,3,1,1,365,"2016-04-27","2016-04-30"
2363,108,7,3,1,319,"2015-10-26","2015-10-26"
2364,50,3,4,1,608,"2015-02-09","2015-02-11"
2365,130,1,2,1,716,"2016-01-01","2016-01-11"
2366,110,6,3,1,941,"2016-03-16","2016-04-02"
2367,160,16,3,1,236,"2018-07-12","2018-07-18"
2368,48,13,5,1,213,"2016-10-26","2016-11-23"
2369,238,16,2,1,271,"2015-08-22","2015-08-23"
2370,218,8,3,1,643,"2017-06-26","2017-06-27"
2371,247,15,4,1,632,"2018-06-12","2018-07-08"
2372,403,1,5,1,336,"2015-08-21","2015-09-21"
2373,453,6,5,1,653,"2015-02-23","2015-03-03"
2374,396,7,3,1,218,"2015-10-18","2015-10-20"
2375,139,12,3,1,734,"2018-02-19","2018-03-06"
2376,186,9,3,1,538,"2017-10-07","2017-10-15"
2377,113,4,1,1,950,"2017-04-25","2017-05-15"
2378,52,1,2,1,169,"2018-02-12","2018-03-01"
2379,34,13,3,1,909,"2018-02-17","2018-03-11"
2380,278,3,2,1,461,"2017-05-22","2017-06-22"
2381,79,8,5,1,110,"2017-03-16","2017-03-20"
2382,333,16,1,1,787,"2016-04-05","2016-04-08"
2383,218,13,4,1,166,"2015-04-02","2015-04-15"
2384,79,8,1,1,209,"2015-05-02","2015-05-17"
2385,87,2,3,1,535,"2016-11-28","2016-12-06"
2386,249,2,4,1,682,"2015-10-15","2015-10-30"
2387,218,5,1,1,279,"2015-05-28","2015-06-19"
2388,423,16,4,1,442,"2017-07-05","2017-07-21"
2389,459,15,1,1,567,"2016-11-17","2016-12-17"
2390,239,15,3,1,23,"2015-10-08","2015-11-07"
2391,267,15,4,1,603,"2018-09-14","2018-10-05"
2392,124,2,3,1,22,"2018-03-01","2018-03-31"
2393,80,13,3,1,14,"2018-04-11","2018-04-28"
2394,93,6,4,1,258,"2015-02-03","2015-02-19"
2395,468,14,5,1,791,"2017-06-11","2017-07-03"
2396,314,13,4,1,921,"2018-09-25","2018-10-25"
2397,161,14,4,1,113,"2015-11-15","2015-12-11"
2398,448,16,2,1,714,"2015-09-08","2015-09-14"
2399,348,11,4,1,714,"2016-04-18","2016-05-02"
2400,13,10,5,1,931,"2015-10-04","2015-10-14"
2401,156,6,4,1,658,"2016-07-20","2016-08-07"
2402,194,5,1,1,748,"2016-03-19","2016-04-17"
2403,18,5,5,1,147,"2018-09-24","2018-10-07"
2404,51,12,2,1,374,"2017-10-27","2017-11-18"
2405,218,3,2,1,811,"2018-08-06","2018-08-09"
2406,150,5,2,1,89,"2016-03-22","2016-03-25"
2407,214,13,2,1,194,"2017-11-19","2017-12-18"
2408,79,16,2,1,568,"2015-05-31","2015-06-07"
2409,212,11,5,1,101,"2015-09-25","2015-10-10"
2410,357,16,5,1,82,"2016-11-21","2016-11-28"
2411,201,11,5,1,458,"2017-07-20","2017-07-20"
2412,11,2,1,1,303,"2018-04-22","2018-05-06"
2413,209,1,2,1,901,"2017-01-11","2017-02-01"
2414,262,11,2,1,745,"2018-03-24","2018-04-12"
2415,374,5,2,1,529,"2017-11-12","2017-12-07"
2416,8,15,2,1,129,"2016-01-04","2016-01-04"
2417,292,2,3,1,390,"2015-04-08","2015-05-08"
2418,287,9,5,1,288,"2016-04-28","2016-05-01"
2419,464,10,3,1,7,"2017-11-16","2017-12-01"
2420,392,15,4,1,627,"2017-01-26","2017-02-23"
2421,415,13,3,1,44,"2017-09-07","2017-09-23"
2422,127,13,5,1,624,"2016-10-19","2016-11-18"
2423,118,9,4,1,345,"2018-02-18","2018-03-12"
2424,478,1,2,1,863,"2015-10-31","2015-11-14"
2425,415,4,2,1,606,"2018-08-23","2018-09-12"
2426,336,8,1,1,96,"2015-06-16","2015-07-01"
2427,86,9,4,1,773,"2017-03-28","2017-04-17"
2428,371,5,4,1,4,"2016-10-14","2016-10-25"
2429,206,3,4,1,651,"2015-04-30","2015-05-17"
2430,417,3,1,1,303,"2018-05-19","2018-06-15"
2431,447,9,2,1,645,"2017-10-01","2017-10-13"
2432,98,13,2,1,347,"2016-10-29","2016-11-03"
2433,341,2,3,1,602,"2016-03-04","2016-03-07"
2434,1,6,2,1,798,"2015-03-28","2015-04-12"
2435,365,9,1,1,797,"2016-11-05","2016-11-23"
2436,161,2,1,1,319,"2017-05-06","2017-06-03"
2437,245,9,5,1,838,"2018-06-24","2018-07-13"
2438,469,14,2,1,350,"2018-07-03","2018-07-21"
2439,449,11,3,1,377,"2016-01-13","2016-01-18"
2440,5,4,2,1,569,"2017-08-28","2017-08-29"
2441,76,16,3,1,767,"2015-09-19","2015-09-25"
2442,190,12,3,1,99,"2016-04-28","2016-05-07"
2443,384,16,2,1,334,"2017-08-15","2017-08-16"
2444,321,7,1,1,530,"2015-09-30","2015-10-18"
2445,33,10,5,1,64,"2017-01-27","2017-02-06"
2446,268,10,2,1,33,"2018-04-14","2018-05-09"
2447,225,16,1,1,548,"2018-08-23","2018-09-14"
2448,462,9,1,1,901,"2017-07-25","2017-08-18"
2449,3,4,4,1,587,"2016-05-20","2016-05-26"
2450,174,11,2,1,624,"2015-05-15","2015-05-22"
2451,472,16,4,1,601,"2015-03-09","2015-03-24"
2452,482,11,3,1,425,"2016-08-08","2016-09-01"
2453,471,10,5,1,149,"2015-10-28","2015-11-24"
2454,46,12,5,1,90,"2015-01-23","2015-01-28"
2455,48,8,1,1,846,"2015-06-10","2015-06-11"
2456,49,6,2,1,804,"2015-12-02","2015-12-31"
2457,289,7,3,1,372,"2018-03-05","2018-03-31"
2458,145,9,4,1,762,"2017-01-01","2017-01-23"
2459,390,6,4,1,182,"2016-04-24","2016-05-21"
2460,82,7,4,1,686,"2017-09-06","2017-09-24"
2461,204,11,5,1,24,"2016-04-26","2016-05-20"
2462,317,6,4,1,650,"2017-11-17","2017-12-17"
2463,32,3,1,1,505,"2016-06-28","2016-07-25"
2464,173,15,2,1,215,"2018-08-19","2018-08-25"
2465,471,15,2,1,329,"2015-12-03","2015-12-27"
2466,20,5,1,1,257,"2015-02-28","2015-03-16"
2467,41,8,2,1,716,"2016-01-09","2016-01-11"
2468,311,3,4,1,904,"2015-02-16","2015-02-28"
2469,95,5,1,1,552,"2015-03-22","2015-03-28"
2470,282,2,1,1,284,"2018-01-30","2018-02-02"
2471,15,1,5,1,792,"2018-01-30","2018-02-23"
2472,422,13,2,1,40,"2017-02-10","2017-02-27"
2473,280,14,4,1,94,"2015-03-27","2015-04-26"
2474,128,6,5,1,867,"2018-03-11","2018-03-14"
2475,194,1,3,1,322,"2015-05-18","2015-06-16"
2476,260,10,1,1,273,"2018-02-09","2018-03-08"
2477,142,13,1,1,447,"2016-02-26","2016-03-18"
2478,449,8,3,1,935,"2016-05-22","2016-06-15"
2479,328,14,5,1,590,"2016-01-19","2016-01-31"
2480,347,8,4,1,453,"2017-03-08","2017-04-07"
2481,47,15,3,1,361,"2015-11-14","2015-12-06"
2482,239,16,3,1,607,"2016-08-24","2016-08-27"
2483,142,2,1,1,385,"2017-08-09","2017-08-15"
2484,211,1,5,1,476,"2017-04-19","2017-04-23"
2485,448,5,3,1,18,"2018-04-16","2018-04-21"
2486,317,9,2,1,489,"2017-02-06","2017-02-28"
2487,75,5,1,1,355,"2015-11-16","2015-12-16"
2488,210,14,1,1,37,"2017-01-20","2017-02-09"
2489,411,10,2,1,451,"2018-04-06","2018-04-14"
2490,367,11,1,1,367,"2017-09-13","2017-09-27"
2491,35,16,3,1,869,"2016-09-11","2016-10-05"
2492,241,9,5,1,513,"2015-04-07","2015-04-15"
2493,256,8,4,1,543,"2016-03-25","2016-04-06"
2494,128,11,4,1,78,"2016-02-28","2016-03-23"
2495,444,11,4,1,561,"2015-03-06","2015-03-20"
2496,92,15,4,1,156,"2016-04-04","2016-05-03"
2497,419,2,3,1,910,"2016-02-28","2016-03-13"
2498,265,15,4,1,829,"2016-10-07","2016-10-15"
2499,452,8,1,1,659,"2016-09-01","2016-09-30"
2500,474,7,1,1,214,"2018-08-27","2018-09-16"
2501,365,16,1,1,359,"2017-09-03","2017-09-20"
2502,125,14,3,1,458,"2017-09-02","2017-09-29"
2503,484,9,1,1,217,"2017-06-15","2017-06-21"
2504,257,5,5,1,83,"2018-07-16","2018-08-03"
2505,296,2,3,1,468,"2015-11-22","2015-12-20"
2506,107,7,1,1,586,"2018-08-17","2018-08-26"
2507,319,8,1,1,332,"2015-02-04","2015-02-21"
2508,326,13,3,1,285,"2015-06-28","2015-07-10"
2509,419,4,5,1,605,"2015-01-28","2015-02-17"
2510,219,11,2,1,680,"2016-01-18","2016-02-16"
2511,67,13,4,1,513,"2016-07-24","2016-08-03"
2512,215,5,3,1,361,"2015-10-21","2015-11-03"
2513,235,13,4,1,831,"2018-05-21","2018-06-21"
2514,138,5,3,1,807,"2016-06-25","2016-07-14"
2515,159,1,1,1,522,"2017-12-10","2018-01-02"
2516,122,1,5,1,853,"2016-05-13","2016-05-24"
2517,155,16,2,1,183,"2018-09-04","2018-10-03"
2518,174,8,4,1,135,"2015-10-21","2015-11-10"
2519,92,2,3,1,317,"2017-04-26","2017-05-24"
2520,413,15,2,1,649,"2016-11-15","2016-11-20"
2521,280,2,5,1,194,"2017-12-23","2017-12-29"
2522,100,5,5,1,493,"2015-05-04","2015-05-07"
2523,310,1,1,1,761,"2018-05-04","2018-05-17"
2524,97,12,1,1,939,"2017-05-22","2017-05-30"
2525,101,9,1,1,554,"2016-10-08","2016-11-05"
2526,418,10,1,1,47,"2017-03-13","2017-03-22"
2527,281,4,4,1,916,"2018-05-19","2018-05-24"
2528,423,1,5,1,344,"2017-12-18","2018-01-15"
2529,41,4,3,1,221,"2015-04-29","2015-05-06"
2530,209,5,4,1,735,"2017-08-01","2017-08-12"
2531,61,10,3,1,215,"2018-02-18","2018-03-05"
2532,210,7,3,1,750,"2016-06-18","2016-07-14"
2533,195,13,4,1,203,"2015-04-22","2015-04-26"
2534,490,11,5,1,269,"2018-09-17","2018-10-11"
2535,266,2,5,1,506,"2018-08-31","2018-09-15"
2536,412,6,2,1,402,"2016-12-05","2016-12-08"
2537,240,6,4,1,52,"2015-05-15","2015-06-01"
2538,153,12,4,1,902,"2018-01-31","2018-02-27"
2539,309,2,4,1,718,"2015-10-24","2015-11-17"
2540,453,12,5,1,302,"2016-04-23","2016-05-20"
2541,445,7,3,1,62,"2016-05-14","2016-05-18"
2542,426,10,1,1,84,"2017-07-31","2017-08-12"
2543,468,2,5,1,901,"2018-03-16","2018-03-30"
2544,16,5,5,1,831,"2017-03-21","2017-04-10"
2545,66,2,3,1,168,"2017-10-28","2017-11-04"
2546,439,6,4,1,861,"2017-01-09","2017-01-12"
2547,397,4,3,1,697,"2016-05-21","2016-06-02"
2548,306,1,3,1,348,"2016-11-29","2016-12-15"
2549,43,1,5,1,110,"2017-08-04","2017-08-29"
2550,254,3,3,1,540,"2015-04-10","2015-04-19"
2551,240,10,3,1,114,"2015-07-22","2015-08-18"
2552,243,16,5,1,818,"2015-07-29","2015-08-15"
2553,153,12,2,1,593,"2016-01-21","2016-02-02"
2554,99,2,5,1,18,"2016-08-06","2016-08-23"
2555,220,13,5,1,73,"2016-02-24","2016-03-05"
2556,374,1,3,1,7,"2018-09-04","2018-10-02"
2557,360,5,1,1,677,"2017-10-23","2017-11-01"
2558,280,13,5,1,287,"2016-01-08","2016-01-23"
2559,478,5,3,1,464,"2018-01-08","2018-01-28"
2560,293,8,4,1,725,"2016-04-10","2016-04-19"
2561,102,11,2,1,599,"2017-09-12","2017-10-03"
2562,229,9,5,1,424,"2018-08-10","2018-08-22"
2563,169,16,4,1,874,"2018-04-18","2018-05-01"
2564,229,9,1,1,51,"2017-12-21","2018-01-19"
2565,197,6,3,1,322,"2017-04-05","2017-05-01"
2566,245,7,5,1,916,"2016-02-08","2016-02-28"
2567,360,11,4,1,767,"2018-04-23","2018-05-09"
2568,289,14,3,1,841,"2018-05-24","2018-06-06"
2569,23,6,2,1,897,"2017-05-08","2017-05-10"
2570,89,7,1,1,274,"2016-07-05","2016-07-15"
2571,74,6,2,1,830,"2017-09-11","2017-09-13"
2572,472,9,4,1,334,"2017-02-05","2017-02-11"
2573,450,6,4,1,358,"2015-11-18","2015-12-18"
2574,90,8,4,1,720,"2017-05-29","2017-06-17"
2575,81,7,2,1,113,"2017-05-22","2017-06-20"
2576,471,9,3,1,664,"2017-12-18","2018-01-03"
2577,139,13,2,1,927,"2018-06-10","2018-06-12"
2578,429,13,5,1,16,"2016-10-11","2016-10-25"
2579,96,9,2,1,491,"2016-04-20","2016-05-16"
2580,322,6,4,1,775,"2018-01-29","2018-02-02"
2581,344,16,4,1,183,"2015-09-02","2015-09-22"
2582,268,14,4,1,580,"2016-08-05","2016-09-03"
2583,377,10,3,1,85,"2017-05-18","2017-05-29"
2584,234,7,1,1,907,"2016-07-07","2016-07-29"
2585,450,1,1,1,922,"2017-07-24","2017-08-20"
2586,77,6,2,1,344,"2016-05-27","2016-06-18"
2587,261,3,3,1,468,"2015-08-17","2015-08-23"
2588,44,8,4,1,429,"2017-12-15","2018-01-06"
2589,80,9,1,1,422,"2015-04-19","2015-05-15"
2590,379,4,3,1,786,"2017-05-12","2017-05-18"
2591,315,1,3,1,422,"2018-04-12","2018-04-22"
2592,30,12,4,1,916,"2016-10-30","2016-11-16"
2593,175,9,4,1,824,"2017-12-18","2018-01-02"
2594,336,6,2,1,266,"2018-07-02","2018-07-17"
2595,226,14,3,1,642,"2017-01-10","2017-01-12"
2596,80,2,5,1,107,"2017-07-07","2017-07-19"
2597,268,8,3,1,354,"2016-10-25","2016-11-02"
2598,309,3,3,1,422,"2018-07-19","2018-07-24"
2599,136,7,2,1,55,"2015-03-10","2015-03-22"
2600,165,1,3,1,693,"2015-09-03","2015-09-27"
2601,273,4,3,1,348,"2015-10-24","2015-11-07"
2602,338,14,2,1,285,"2018-09-03","2018-09-17"
2603,432,10,3,1,407,"2015-01-29","2015-02-03"
2604,76,1,1,1,164,"2018-04-30","2018-05-09"
2605,374,7,3,1,68,"2017-05-16","2017-05-25"
2606,258,15,2,1,337,"2017-04-10","2017-04-28"
2607,255,13,1,1,713,"2015-02-18","2015-03-10"
2608,220,1,4,1,521,"2018-06-28","2018-07-22"
2609,46,11,4,1,188,"2016-11-28","2016-12-13"
2610,270,13,4,1,783,"2017-06-11","2017-06-14"
2611,151,8,2,1,84,"2015-10-15","2015-11-03"
2612,374,9,3,1,228,"2017-11-24","2017-12-13"
2613,497,9,1,1,864,"2017-10-13","2017-10-27"
2614,70,13,5,1,888,"2015-11-04","2015-11-30"
2615,286,16,1,1,52,"2015-10-15","2015-10-18"
2616,132,15,4,1,172,"2015-07-02","2015-07-23"
2617,339,6,2,1,705,"2018-05-19","2018-06-04"
2618,184,9,4,1,526,"2017-07-17","2017-07-28"
2619,28,7,2,1,457,"2015-05-31","2015-06-03"
2620,176,10,2,1,466,"2018-02-26","2018-03-08"
2621,24,7,3,1,259,"2015-12-11","2015-12-17"
2622,261,6,1,1,352,"2018-07-18","2018-08-03"
2623,439,8,3,1,75,"2015-12-29","2016-01-14"
2624,157,7,5,1,405,"2016-08-13","2016-08-30"
2625,336,2,1,1,783,"2015-12-15","2015-12-31"
2626,216,6,3,1,893,"2015-05-14","2015-05-20"
2627,158,5,2,1,253,"2015-09-07","2015-09-11"
2628,118,10,1,1,706,"2017-06-08","2017-06-18"
2629,290,4,4,1,603,"2016-05-16","2016-05-26"
2630,81,12,5,1,91,"2017-01-30","2017-02-15"
2631,244,10,2,1,238,"2015-02-22","2015-03-20"
2632,490,7,4,1,772,"2017-03-03","2017-03-31"
2633,443,6,3,1,626,"2016-06-27","2016-06-28"
2634,332,16,2,1,28,"2018-06-05","2018-06-21"
2635,349,10,5,1,877,"2017-07-28","2017-08-16"
2636,469,10,1,1,303,"2017-07-25","2017-08-24"
2637,51,9,3,1,176,"2015-02-10","2015-02-16"
2638,96,15,4,1,558,"2017-08-01","2017-08-07"
2639,175,14,5,1,305,"2017-04-11","2017-05-06"
2640,264,12,4,1,319,"2015-08-13","2015-08-30"
2641,134,8,3,1,566,"2018-03-09","2018-03-16"
2642,287,11,3,1,192,"2015-07-09","2015-08-07"
2643,297,10,1,1,67,"2015-06-16","2015-07-10"
2644,278,5,2,1,555,"2015-06-10","2015-06-16"
2645,318,3,3,1,932,"2015-08-09","2015-08-10"
2646,237,1,4,1,335,"2016-01-14","2016-02-01"
2647,491,14,1,1,667,"2016-04-14","2016-05-13"
2648,377,12,2,1,173,"2015-07-18","2015-07-23"
2649,194,1,1,1,643,"2017-06-19","2017-07-07"
2650,451,2,5,1,545,"2016-02-27","2016-03-13"
2651,11,10,3,1,312,"2018-08-23","2018-09-16"
2652,450,8,2,1,515,"2017-08-30","2017-09-10"
2653,422,15,4,1,535,"2016-12-05","2016-12-14"
2654,296,9,1,1,414,"2015-07-14","2015-07-14"
2655,163,10,4,1,324,"2018-05-06","2018-05-12"
2656,60,1,2,1,218,"2017-10-16","2017-10-20"
2657,122,2,5,1,675,"2016-08-19","2016-08-20"
2658,431,3,3,1,421,"2017-12-04","2017-12-10"
2659,148,8,1,1,896,"2016-08-11","2016-08-15"
2660,76,3,2,1,54,"2016-01-29","2016-02-21"
2661,403,1,2,1,141,"2016-08-12","2016-08-31"
2662,298,16,5,1,790,"2016-12-15","2017-01-08"
2663,58,2,2,1,906,"2015-07-21","2015-08-14"
2664,378,6,1,1,442,"2018-01-07","2018-01-22"
2665,322,7,2,1,608,"2015-02-04","2015-02-14"
2666,413,14,2,1,296,"2016-05-10","2016-05-27"
2667,203,14,3,1,75,"2017-01-27","2017-02-04"
2668,219,11,5,1,751,"2017-10-30","2017-11-20"
2669,247,12,2,1,321,"2016-10-08","2016-10-22"
2670,334,10,3,1,308,"2015-12-10","2016-01-03"
2671,228,16,3,1,292,"2018-05-18","2018-06-16"
2672,430,15,3,1,140,"2015-02-13","2015-02-25"
2673,140,10,2,1,231,"2018-08-11","2018-09-05"
2674,444,14,5,1,852,"2017-11-12","2017-12-05"
2675,300,16,2,1,231,"2015-06-12","2015-06-30"
2676,421,15,3,1,447,"2017-06-28","2017-07-11"
2677,238,10,3,1,72,"2017-01-28","2017-02-13"
2678,480,16,3,1,664,"2016-11-05","2016-11-25"
2679,449,6,1,1,184,"2017-11-08","2017-11-19"
2680,492,11,4,1,691,"2016-09-23","2016-09-28"
2681,126,16,3,1,549,"2016-11-07","2016-11-21"
2682,431,14,3,1,495,"2015-06-27","2015-07-25"
2683,363,16,1,1,688,"2016-12-30","2017-01-10"
2684,170,1,4,1,798,"2018-03-29","2018-04-20"
2685,5,8,5,1,644,"2018-03-02","2018-03-18"
2686,208,2,5,1,928,"2018-09-25","2018-10-21"
2687,169,1,2,1,314,"2016-03-28","2016-04-17"
2688,198,4,5,1,478,"2018-04-05","2018-04-16"
2689,3,14,3,1,636,"2018-04-21","2018-04-30"
2690,190,12,5,1,557,"2017-09-05","2017-09-20"
2691,311,15,1,1,621,"2017-06-01","2017-06-02"
2692,143,15,4,1,755,"2017-07-10","2017-07-25"
2693,340,9,5,1,870,"2016-03-24","2016-04-04"
2694,145,12,4,1,645,"2016-06-16","2016-07-06"
2695,440,4,1,1,628,"2017-08-10","2017-09-07"
2696,495,2,2,1,547,"2016-04-04","2016-04-06"
2697,21,15,5,1,552,"2016-07-25","2016-08-22"
2698,453,14,3,1,827,"2017-03-23","2017-04-10"
2699,15,13,3,1,562,"2016-04-22","2016-04-27"
2700,84,3,4,1,244,"2017-05-13","2017-05-20"
2701,109,6,5,1,188,"2018-06-16","2018-07-09"
2702,48,7,1,1,813,"2015-10-23","2015-11-18"
2703,348,9,4,1,658,"2018-06-15","2018-07-05"
2704,452,9,4,1,126,"2017-02-05","2017-02-16"
2705,479,5,1,1,443,"2016-03-22","2016-04-21"
2706,163,6,3,1,23,"2017-10-05","2017-10-14"
2707,256,9,2,1,567,"2016-10-26","2016-11-18"
2708,32,10,5,1,82,"2017-11-05","2017-11-11"
2709,31,10,4,1,5,"2017-09-26","2017-09-28"
2710,313,15,4,1,718,"2016-06-15","2016-07-03"
2711,256,9,1,1,183,"2016-09-14","2016-09-21"
2712,53,5,1,1,15,"2015-07-10","2015-08-02"
2713,458,8,5,1,496,"2015-08-30","2015-09-16"
2714,162,4,4,1,597,"2015-10-03","2015-10-20"
2715,72,11,2,1,885,"2018-09-25","2018-10-07"
2716,382,4,1,1,361,"2017-12-21","2017-12-31"
2717,102,5,2,1,210,"2015-06-14","2015-06-24"
2718,261,14,3,1,747,"2016-09-15","2016-09-17"
2719,473,4,5,1,225,"2017-07-28","2017-08-06"
2720,497,6,2,1,339,"2015-08-06","2015-08-23"
2721,250,15,1,1,571,"2018-05-22","2018-06-01"
2722,301,13,3,1,78,"2017-11-23","2017-12-15"
2723,72,12,4,1,823,"2015-01-24","2015-02-10"
2724,79,10,2,1,283,"2018-07-14","2018-07-15"
2725,424,14,1,1,168,"2016-11-09","2016-11-12"
2726,358,15,4,1,279,"2017-04-19","2017-05-07"
2727,377,4,3,1,368,"2015-04-19","2015-05-02"
2728,176,3,5,1,495,"2015-04-09","2015-05-01"
2729,349,11,2,1,594,"2018-04-16","2018-05-01"
2730,201,4,3,1,579,"2018-08-30","2018-09-15"
2731,288,6,4,1,487,"2016-03-29","2016-04-03"
2732,76,16,2,1,639,"2016-07-22","2016-08-09"
2733,125,11,3,1,550,"2015-09-20","2015-09-25"
2734,8,11,4,1,154,"2017-02-25","2017-03-03"
2735,362,3,4,1,938,"2015-03-14","2015-04-02"
2736,305,13,5,1,61,"2018-07-05","2018-07-08"
2737,282,7,3,1,14,"2015-08-06","2015-08-31"
2738,37,3,5,1,722,"2017-04-18","2017-04-29"
2739,436,10,2,1,73,"2016-06-29","2016-07-17"
2740,89,4,5,1,589,"2016-10-30","2016-11-27"
2741,458,16,1,1,346,"2015-02-17","2015-02-26"
2742,91,9,2,1,116,"2018-04-22","2018-05-16"
2743,56,3,2,1,665,"2017-10-02","2017-10-16"
2744,174,8,2,1,866,"2015-07-29","2015-08-07"
2745,217,7,5,1,657,"2015-03-07","2015-03-17"
2746,130,3,5,1,77,"2016-10-26","2016-11-23"
2747,255,6,2,1,854,"2018-07-15","2018-08-13"
2748,210,13,2,1,440,"2018-08-14","2018-08-22"
2749,69,15,4,1,740,"2016-09-14","2016-09-25"
2750,291,5,4,1,765,"2016-04-10","2016-04-28"
2751,413,8,1,1,927,"2017-11-12","2017-12-02"
2752,26,3,5,1,93,"2017-01-02","2017-01-16"
2753,436,1,5,1,686,"2018-01-22","2018-02-20"
2754,487,4,2,1,628,"2018-02-17","2018-03-01"
2755,26,14,4,1,366,"2017-08-23","2017-09-18"
2756,360,14,5,1,280,"2015-02-17","2015-03-03"
2757,83,9,1,1,329,"2017-03-10","2017-04-08"
2758,440,15,4,1,359,"2017-11-17","2017-12-06"
2759,163,1,4,1,601,"2016-11-12","2016-12-10"
2760,285,12,1,1,819,"2017-05-07","2017-06-04"
2761,88,10,2,1,448,"2017-05-02","2017-05-03"
2762,168,8,4,1,655,"2015-05-23","2015-06-14"
2763,103,16,1,1,144,"2017-06-11","2017-06-20"
