"service_order_id","service_id","reservation_id"
11419,5,14771
11420,11,20697
11421,9,14488
11422,5,4826
11423,4,11973
11424,10,10348
11425,9,520
11426,10,7987
11427,7,11895
11428,4,4116
11429,10,19860
11430,7,23255
11431,8,2482
11432,1,21191
11433,4,3175
11434,5,13161
11435,4,16193
11436,9,14250
11437,5,14502
11438,7,2402
11439,2,8521
11440,5,21342
11441,6,11060
11442,2,6437
11443,1,23589
11444,7,22808
11445,7,14076
11446,3,21896
11447,11,1295
11448,3,24450
11449,5,20927
11450,2,14640
11451,4,16757
11452,5,13769
11453,7,22358
11454,3,14098
11455,9,10972
11456,10,23702
11457,9,3707
11458,4,7440
11459,10,22116
11460,3,8174
11461,8,431
11462,10,16653
11463,7,19145
11464,3,2076
11465,5,2978
11466,4,17629
11467,7,5537
11468,7,24606
11469,7,7391
11470,10,9195
11471,7,11713
11472,9,8458
11473,8,15572
11474,9,7725
11475,3,7392
11476,11,20978
11477,1,22750
11478,2,9093
11479,9,14860
11480,2,22085
11481,4,21430
11482,3,10217
11483,3,8735
11484,11,12323
11485,7,12364
11486,9,11996
11487,2,14712
11488,7,9253
11489,9,13400
11490,11,10504
11491,4,16414
11492,6,12660
11493,8,8822
11494,5,16751
11495,5,11390
11496,1,3659
11497,9,20606
11498,1,9995
11499,1,16245
11500,8,16115
11501,3,24986
11502,4,4891
11503,4,18881
11504,8,20094
11505,4,17504
11506,5,9675
11507,7,15151
11508,10,9866
11509,4,19861
11510,2,17244
11511,7,24627
11512,11,22261
11513,1,17625
11514,1,19668
11515,1,24344
11516,4,22594
11517,6,12919
11518,4,14952
11519,6,20343
11520,10,16838
11521,9,5143
11522,9,24079
11523,8,16862
11524,4,3632
11525,8,18631
11526,11,19839
11527,5,21783
11528,8,899
11529,4,319
11530,7,17648
11531,6,19877
11532,9,23921
11533,5,23719
11534,4,9730
11535,2,9556
11536,11,14606
11537,10,8320
11538,2,6784
11539,10,13197
11540,8,10871
11541,7,15566
11542,5,6419
11543,5,1469
11544,2,21492
11545,6,752
11546,2,13152
11547,7,23286
11548,10,21925
11549,9,2848
11550,2,24900
11551,7,2871
11552,11,10551
11553,2,20196
11554,10,12964
11555,3,10311
11556,2,14769
11557,6,3867
11558,4,19101
11559,8,16675
11560,7,9105
11561,9,8007
11562,7,22170
11563,9,2555
11564,4,23001
11565,8,14340
11566,9,16579
11567,6,20721
11568,9,22363
11569,2,6135
11570,5,19775
11571,8,16739
11572,8,23422
11573,11,3753
11574,2,18559
11575,9,10298
11576,10,5465
11577,10,2265
11578,3,9938
11579,1,4391
11580,9,10100
11581,11,20403
11582,4,22713
11583,5,9869
11584,9,11461
11585,9,20200
11586,8,18514
11587,9,13126
11588,1,16324
11589,1,9024
11590,4,23382
11591,2,18809
11592,3,17406
11593,11,22381
11594,9,20095
11595,4,16164
11596,7,20871
11597,7,15730
11598,11,22619
11599,5,23969
11600,9,16997
11601,6,3809
11602,9,8277
11603,8,10115
11604,11,9307
11605,10,20755
11606,4,1374
11607,8,2701
11608,8,6508
11609,9,8154
11610,10,1870
11611,4,15249
11612,7,11145
11613,1,14151
11614,8,5221
11615,2,1352
11616,2,11885
11617,7,14418
11618,5,21760
11619,5,3863
11620,7,20507
11621,7,9368
11622,10,17012
11623,10,12878
11624,7,17629
11625,5,739
11626,1,5843
11627,2,11371
11628,1,23572
11629,1,852
11630,6,16084
11631,6,23368
11632,4,19858
11633,1,14474
11634,7,15779
11635,5,6028
11636,1,8297
11637,5,8758
11638,8,9842
11639,5,6113
11640,4,4045
11641,9,11352
11642,3,21
11643,4,6756
11644,10,92
11645,10,6402
11646,4,2181
11647,4,21894
11648,5,13669
11649,8,4784
11650,11,88
11651,6,6920
11652,11,24206
11653,6,3642
11654,6,4994
11655,9,20212
11656,6,8583
11657,3,11859
11658,5,18514
11659,1,13785
11660,8,9697
11661,3,17149
11662,6,21928
11663,5,9594
11664,5,19712
11665,8,2024
11666,11,16386
11667,6,17093
11668,6,12007
11669,10,10793
11670,11,10193
11671,6,7862
11672,7,4239
11673,10,19760
11674,11,11718
11675,2,19007
11676,8,22395
11677,11,10960
11678,9,22974
11679,3,609
11680,7,19676
11681,7,10789
11682,7,23053
11683,7,7888
11684,3,5284
11685,6,21300
11686,2,3089
11687,3,21150
11688,2,17392
11689,4,19309
11690,5,1828
11691,7,536
11692,7,4818
11693,5,5370
11694,4,23511
11695,5,19562
11696,1,5603
11697,4,22972
11698,5,15556
11699,2,10433
11700,9,8255
11701,4,7439
11702,11,9670
11703,7,17590
11704,7,7783
11705,3,17408
11706,10,11902
11707,8,10340
11708,9,20180
11709,2,10080
11710,8,2937
11711,3,4219
11712,10,9526
11713,5,6235
11714,11,2922
11715,10,23043
11716,10,3041
11717,1,10642
11718,4,721
11719,3,20988
11720,4,14679
11721,11,17634
11722,11,12970
11723,2,21775
11724,6,7384
11725,3,11182
11726,7,8537
11727,11,17134
11728,1,14176
11729,6,13896
11730,9,4186
11731,2,7142
11732,5,11565
11733,2,12111
11734,10,7676
11735,9,6040
11736,1,15925
11737,2,6300
11738,10,4345
11739,1,14818
11740,1,20465
11741,4,2812
11742,1,7077
11743,2,17961
11744,5,16903
11745,7,20434
11746,2,10679
11747,7,246
11748,2,9460
11749,7,6419
11750,9,8076
11751,7,1992
11752,3,22285
11753,9,566
11754,8,9760
11755,8,4173
11756,7,13637
11757,4,6990
11758,2,17796
11759,2,10269
11760,7,1503
11761,11,23722
11762,3,16931
11763,8,15910
11764,7,440
11765,7,20155
11766,8,9918
11767,10,16725
11768,10,2702
11769,1,10738
11770,10,22143
11771,6,12928
11772,1,7996
11773,5,106
11774,3,22320
11775,1,18947
11776,1,17979
11777,3,20552
11778,11,4605
11779,3,8300
11780,5,19429
11781,10,140
11782,4,22080
11783,7,8100
11784,9,15944
11785,5,19674
11786,6,23100
11787,8,16326
11788,9,22376
11789,7,19002
11790,6,22704
11791,6,19347
11792,11,4877
11793,1,24042
11794,5,16772
11795,3,24191
11796,2,21997
11797,4,4561
11798,9,22525
11799,1,2644
11800,5,6429
11801,7,16954
11802,2,23239
11803,7,18178
11804,11,4337
11805,2,10169
11806,2,14
11807,6,17493
11808,3,9209
11809,5,13565
11810,2,3520
11811,3,18586
11812,1,12438
11813,5,17710
11814,3,14332
11815,3,10607
11816,4,10058
11817,5,12362
11818,3,6182
11819,7,13022
11820,1,8781
11821,5,21598
11822,3,11781
11823,4,6474
11824,11,16366
11825,8,17858
11826,11,15677
11827,6,15201
11828,1,17160
11829,11,18671
11830,9,21621
11831,1,16583
11832,4,15968
11833,7,11633
11834,5,13586
11835,5,6800
11836,8,20121
11837,10,18567
11838,7,19904
11839,6,5172
11840,6,12827
11841,6,4077
11842,9,6745
11843,10,22123
11844,1,8563
11845,7,14832
11846,4,3665
11847,7,18183
11848,11,21482
11849,10,13600
11850,10,12350
11851,11,24621
11852,7,16549
11853,8,6002
11854,3,11758
11855,7,570
11856,2,18972
11857,8,16694
11858,8,1357
11859,9,18649
11860,11,16588
11861,9,19284
11862,7,4444
11863,9,9085
11864,8,11665
11865,10,1716
11866,6,4666
11867,11,12771
11868,2,4151
11869,4,9265
11870,6,11519
11871,10,22798
11872,8,511
11873,4,22104
11874,4,6070
11875,4,18017
11876,4,6620
11877,9,24387
11878,3,2239
11879,9,24447
11880,8,4765
11881,6,3295
11882,9,2135
11883,1,19026
11884,2,12445
11885,1,11000
11886,11,2400
11887,11,1772
11888,9,19474
11889,7,4703
11890,8,19599
11891,3,13228
11892,1,20641
11893,10,11274
11894,1,8452
11895,10,7444
11896,10,3317
11897,3,21020
11898,8,10089
11899,5,2014
11900,6,12704
11901,6,8746
11902,5,5209
11903,9,4841
11904,9,11360
11905,9,22817
11906,8,12936
11907,7,7401
11908,9,24312
11909,2,21808
11910,9,22513
11911,11,14401
11912,11,17672
11913,8,12883
11914,10,22907
11915,7,13507
11916,10,18536
11917,7,11234
11918,4,2824
11919,1,17519
11920,5,7093
11921,8,16454
11922,7,7930
11923,1,14449
11924,6,20760
11925,3,18248
11926,8,10924
11927,4,8360
11928,7,22516
11929,10,2523
11930,9,20750
11931,11,4247
11932,3,6109
11933,6,4582
11934,5,23238
11935,4,2794
11936,4,8159
11937,4,10604
11938,1,15265
11939,4,22905
11940,1,10918
11941,6,23242
11942,8,9650
11943,6,17130
11944,2,8154
11945,3,23303
11946,4,9308
11947,5,17300
11948,10,24796
11949,8,11172
11950,2,5869
11951,6,7671
11952,5,5905
11953,1,4236
11954,5,8556
11955,8,3965
11956,7,20203
11957,4,751
11958,2,9908
11959,9,19519
11960,9,24306
11961,3,8977
11962,11,23013
11963,11,26
11964,1,15838
11965,4,111
11966,9,13799
11967,10,18020
11968,4,10341
11969,7,14361
11970,10,18551
11971,3,6840
11972,8,2363
11973,10,3857
11974,9,24105
11975,3,7733
11976,10,23571
11977,1,8573
11978,8,4923
11979,5,3676
11980,4,10100
11981,8,10077
11982,10,12328
11983,2,20127
11984,2,11082
11985,7,16914
11986,4,14829
11987,8,5015
11988,7,15153
11989,3,14196
11990,11,12707
11991,7,1757
11992,5,4844
11993,9,7591
11994,3,12453
11995,10,14244
11996,7,15380
11997,3,15453
11998,5,23644
11999,8,10793
12000,5,11280
12001,11,11823
12002,1,12655
12003,9,16415
12004,8,20394
12005,1,474
12006,1,9893
12007,4,17310
12008,11,2336
12009,8,13694
12010,7,4616
12011,9,12037
12012,5,15660
12013,3,12239
12014,11,5582
12015,3,13967
12016,1,5974
12017,8,23836
12018,6,23987
12019,5,18478
12020,9,7420
12021,5,21521
12022,4,23514
12023,11,16165
12024,8,24629
12025,2,15564
12026,9,916
12027,4,6914
12028,6,3355
12029,1,16014
12030,11,16177
12031,2,22809
12032,7,20805
12033,10,8294
12034,7,24560
12035,4,12706
12036,1,22724
12037,1,8963
12038,3,6090
12039,9,20723
12040,11,3074
12041,3,7838
12042,3,4615
12043,4,23433
12044,1,24515
12045,2,24338
12046,1,2541
12047,3,1958
12048,9,11376
12049,3,8811
12050,9,2714
12051,4,4862
12052,8,1761
12053,8,5294
12054,11,8824
12055,4,20577
12056,6,5241
12057,4,22506
12058,11,6365
12059,7,13800
12060,9,15602
12061,9,21616
12062,8,18833
12063,8,18363
12064,4,705
12065,8,8587
12066,4,22059
12067,3,24819
12068,7,12118
12069,11,16993
12070,11,18604
12071,8,21612
12072,1,5376
12073,11,22741
12074,11,24792
12075,5,24773
12076,8,11567
12077,2,21833
12078,3,19090
12079,2,16337
12080,10,4040
12081,4,1088
12082,9,8392
12083,4,4124
12084,7,8990
12085,7,16489
12086,11,8690
12087,10,13860
12088,8,18410
12089,1,19053
12090,10,17090
12091,7,7397
12092,2,22250
12093,1,12484
12094,4,24859
12095,8,14345
12096,5,23984
12097,7,9075
12098,8,5492
12099,5,4828
12100,6,5604
12101,3,14661
12102,2,3817
12103,5,4718
12104,5,7208
12105,2,84
12106,8,11967
12107,7,8316
12108,2,4796
12109,1,598
12110,5,19309
12111,5,11247
12112,3,21145
12113,7,15458
12114,10,18232
12115,7,22033
12116,7,9377
12117,1,6731
12118,1,10533
12119,8,3260
12120,6,5197
12121,3,19091
12122,10,4499
12123,1,2656
12124,1,14708
12125,7,29
12126,4,10271
12127,5,16180
12128,6,24265
12129,11,22250
12130,9,19749
12131,2,4036
12132,3,16786
12133,6,7496
12134,4,19445
12135,3,21454
12136,9,752
12137,2,941
12138,9,2795
12139,4,24761
12140,1,11771
12141,10,12941
12142,4,1026
12143,6,2552
12144,9,10349
12145,1,21902
12146,10,22767
12147,2,8058
12148,8,10567
12149,8,4094
12150,9,3139
12151,3,10490
12152,11,13923
12153,7,14981
12154,6,21706
12155,1,20994
12156,2,6061
12157,11,19059
12158,3,24036
12159,1,12299
12160,10,6189
12161,10,10076
12162,8,15933
12163,3,21031
12164,5,19167
12165,4,9841
12166,7,3802
12167,11,6584
12168,6,23866
12169,11,13708
12170,7,1865
12171,8,11664
12172,3,1077
12173,8,1409
12174,8,18922
12175,10,10960
12176,8,8906
12177,11,10378
12178,6,966
12179,1,11885
12180,8,21352
12181,4,24270
12182,10,18858
12183,7,114
12184,3,8449
12185,8,4202
12186,11,23338
12187,4,4249
12188,2,21341
12189,9,8497
12190,5,4251
12191,10,20365
12192,5,12926
12193,5,20654
12194,10,16197
12195,4,12401
12196,4,15537
12197,2,9469
12198,6,10111
12199,10,12945
12200,7,23480
12201,5,8250
12202,2,15870
12203,9,23424
12204,9,15682
12205,5,9737
12206,7,16596
12207,2,17885
12208,2,11647
12209,6,5942
12210,4,14026
12211,11,22133
12212,4,4750
12213,8,10327
12214,5,20670
12215,11,22943
12216,4,1972
12217,9,8610
12218,10,19511
12219,10,4629
12220,11,1873
12221,2,10945
12222,3,2540
12223,6,14412
12224,6,13816
12225,1,22052
12226,4,23001
12227,10,11738
12228,8,15847
12229,10,5840
12230,3,5525
12231,7,4851
12232,3,4268
12233,2,5640
12234,3,17299
12235,7,16378
12236,9,6287
12237,3,10627
12238,9,1691
12239,9,7367
12240,1,20207
12241,6,23436
12242,3,18843
12243,1,2125
12244,1,7261
12245,3,15303
12246,11,15878
12247,8,1283
12248,1,10165
12249,10,16061
12250,5,8723
12251,3,17278
12252,2,9385
12253,4,21969
12254,1,16047
12255,10,20357
12256,9,24983
12257,2,2746
12258,9,22041
12259,2,1299
12260,7,7080
12261,4,9057
12262,1,12110
12263,1,7061
12264,10,14311
12265,7,17260
12266,10,17614
12267,8,22084
12268,3,17205
12269,9,7880
12270,9,4043
12271,7,23149
12272,3,11366
12273,3,19251
12274,1,16291
12275,4,14116
12276,11,1840
12277,10,22218
12278,11,18323
12279,7,10617
12280,6,23424
12281,5,16909
12282,8,15616
12283,4,11551
12284,11,19825
12285,5,14156
12286,9,18518
12287,8,16178
12288,9,4417
12289,10,16308
12290,3,6977
12291,3,2612
12292,5,11476
12293,1,17231
12294,10,17906
12295,9,11608
12296,7,10665
12297,6,17650
12298,4,18974
12299,8,18444
12300,3,14847
12301,4,13874
12302,5,4561
12303,9,20999
12304,11,15150
12305,5,3472
12306,1,16910
12307,8,4714
12308,11,22402
12309,11,502
12310,8,4333
12311,9,563
12312,2,9859
12313,9,12369
12314,3,6882
12315,3,23736
12316,9,7110
12317,9,3476
12318,9,2985
12319,7,6552
12320,10,13987
12321,1,11954
12322,1,1456
12323,3,922
12324,9,10515
12325,11,17996
12326,10,6682
12327,3,15912
12328,8,23191
12329,1,6258
12330,4,11343
12331,4,12092
12332,6,7607
12333,10,5332
12334,1,4641
12335,9,20685
12336,11,6205
12337,8,221
12338,5,14756
12339,6,163
12340,2,9464
12341,8,24612
12342,10,820
12343,4,7644
12344,5,14216
12345,2,15596
12346,8,2600
12347,7,3210
12348,7,17601
12349,3,10762
12350,3,19073
12351,10,24621
12352,2,5223
12353,4,991
12354,8,21030
12355,5,8944
12356,8,6799
12357,11,5017
12358,7,21873
12359,11,24163
12360,11,1614
12361,1,9741
12362,1,8514
12363,2,5175
12364,5,5167
12365,5,10196
12366,7,14648
12367,4,2592
12368,11,202
12369,7,14618
12370,5,18286
12371,1,8705
12372,3,4709
12373,4,4872
12374,7,12891
12375,10,2658
12376,2,7698
12377,1,21150
12378,10,18205
12379,6,15982
12380,1,13117
12381,2,18050
12382,5,18127
12383,1,8990
12384,7,19864
12385,3,10624
12386,10,11630
12387,5,8146
12388,9,15790
12389,10,3512
12390,8,881
12391,6,15361
12392,6,24625
12393,8,11098
12394,6,21008
12395,10,17995
12396,5,14814
12397,10,22010
12398,2,13708
12399,5,10375
12400,8,23263
12401,9,16081
12402,8,21033
12403,11,9999
12404,6,2477
12405,8,15243
12406,6,6599
12407,8,8779
12408,3,1333
12409,1,99
12410,1,17580
12411,8,5835
12412,6,24649
12413,8,24708
12414,4,3021
12415,3,6990
12416,8,16824
12417,7,14684
12418,8,9588
12419,1,11154
12420,3,7051
12421,9,5823
12422,9,23826
12423,4,5216
12424,5,9308
12425,5,16550
12426,8,14656
12427,7,5336
12428,5,3646
12429,4,17769
12430,4,4639
12431,10,7961
12432,7,24583
12433,5,17477
12434,5,16383
12435,11,10871
12436,8,1881
12437,9,21751
12438,5,21349
12439,1,22567
12440,10,16178
12441,7,13197
12442,8,11290
12443,7,10911
12444,5,21865
12445,10,11163
12446,8,2592
12447,2,9459
12448,4,11276
12449,8,12063
12450,11,5524
12451,10,22694
12452,2,5595
12453,9,10987
12454,10,23093
12455,11,22540
12456,3,12861
12457,4,13616
12458,3,18221
12459,11,23836
12460,1,13736
12461,11,7329
12462,8,14260
12463,11,1742
12464,8,7492
12465,10,2299
12466,7,8791
12467,3,7662
12468,8,6800
12469,4,741
12470,6,23799
12471,6,3772
12472,5,24340
12473,10,9996
12474,4,20473
12475,8,5981
12476,1,10662
12477,1,7770
12478,10,23201
12479,8,7362
12480,1,19108
12481,4,1832
12482,6,13889
12483,10,3805
12484,9,4243
12485,8,14831
12486,10,2617
12487,4,17920
12488,11,2808
12489,6,14402
12490,11,24659
12491,2,19337
12492,11,20560
12493,2,15628
12494,6,2995
12495,1,3249
12496,3,13069
12497,9,12354
12498,8,22890
12499,3,6278
12500,9,15306
12501,6,2466
12502,9,14659
12503,8,65
12504,5,19429
12505,9,19115
12506,10,1667
12507,3,21888
12508,7,2903
12509,11,21634
12510,6,11158
12511,6,10105
12512,7,20277
12513,2,4405
12514,9,8567
12515,3,24636
12516,2,4288
12517,4,23663
12518,7,15932
12519,10,19740
12520,1,15334
12521,8,7489
12522,11,1459
12523,2,16481
12524,11,9143
12525,3,19459
12526,9,299
12527,7,9040
12528,4,47
12529,9,5083
12530,3,15981
12531,4,15435
12532,9,11258
12533,6,22220
12534,3,22291
12535,5,17177
12536,11,7673
12537,2,13765
12538,3,12634
12539,8,5392
12540,3,5629
12541,11,8882
12542,9,22162
12543,2,6162
12544,5,302
12545,9,23709
12546,2,548
12547,9,4927
12548,6,6113
12549,8,15984
12550,4,21317
12551,10,23768
12552,7,13215
12553,1,13642
12554,8,3748
12555,5,3327
12556,11,22125
12557,9,989
12558,9,3273
12559,6,7169
12560,8,24062
12561,2,15294
12562,3,412
12563,9,3353
12564,8,2163
12565,11,6483
12566,2,7550
12567,1,5794
12568,3,15628
12569,11,3419
12570,11,12906
12571,5,20585
12572,1,2990
12573,1,7324
12574,2,13885
12575,7,8675
12576,2,5979
12577,4,635
12578,2,17934
12579,4,19762
12580,6,10024
12581,3,15517
12582,11,23834
12583,8,18619
12584,1,4262
12585,5,20283
12586,3,22499
12587,2,21563
12588,6,15395
12589,9,20923
12590,1,17148
12591,5,12193
12592,6,18014
12593,11,23613
12594,9,24372
12595,7,16944
12596,10,7690
12597,5,16416
12598,3,14448
12599,8,12919
12600,10,20044
12601,1,18977
12602,7,7847
12603,5,6694
12604,8,5987
12605,1,6006
12606,4,12247
12607,7,8053
12608,8,18836
12609,9,24620
12610,10,23622
12611,4,3150
12612,1,9581
12613,10,13938
12614,7,6950
12615,11,11979
12616,1,14740
12617,10,13458
12618,1,18337
12619,5,4615
12620,1,9572
12621,6,9730
12622,6,6729
12623,2,19554
12624,5,18494
12625,2,9553
12626,7,7796
12627,1,11419
12628,11,2386
12629,5,9495
12630,2,17614
12631,6,11701
12632,4,22725
12633,9,5272
12634,8,258
12635,9,24683
12636,11,16422
12637,8,17370
12638,1,9736
12639,3,14448
12640,1,5243
12641,6,20187
12642,11,9703
12643,11,12353
12644,2,8175
12645,2,9240
12646,7,18475
12647,3,482
12648,9,10259
12649,5,8645
12650,7,15656
12651,6,21704
12652,4,3228
12653,6,11600
12654,2,10961
12655,8,9131
12656,1,6156
12657,7,12100
12658,11,13795
12659,5,9728
12660,2,20137
12661,6,15941
12662,11,4221
12663,5,23409
12664,3,419
12665,10,9508
12666,5,16947
12667,2,11897
12668,11,9698
12669,2,8505
12670,1,2213
12671,10,516
12672,9,11879
12673,8,9861
12674,1,3524
12675,4,7790
12676,9,22318
12677,3,20175
12678,7,2888
12679,9,16460
12680,9,21259
12681,4,1966
12682,8,7603
12683,9,14333
12684,10,17986
12685,6,7008
12686,8,1258
12687,4,1325
12688,3,20111
12689,4,12084
12690,3,5617
12691,5,2602
12692,3,4227
12693,9,22761
12694,8,14112
12695,7,9186
12696,6,7039
12697,10,17098
12698,8,15251
12699,9,5715
12700,9,1172
12701,8,9978
12702,6,10607
12703,2,6036
12704,10,5476
12705,7,1
12706,4,2890
12707,4,8849
12708,4,14344
12709,3,9258
12710,10,23314
12711,10,12552
12712,8,9459
12713,7,2038
12714,11,18943
12715,1,17068
12716,7,16686
12717,3,9254
12718,3,8492
12719,7,12211
12720,5,21687
12721,9,19299
12722,5,10920
12723,6,2709
12724,3,7522
12725,5,11060
12726,8,18898
12727,2,5470
12728,1,16084
12729,6,4451
12730,9,17911
12731,9,2622
12732,2,8180
12733,4,1542
12734,3,5239
12735,5,9863
12736,2,2493
12737,4,20183
12738,3,2678
12739,10,22475
12740,9,12029
12741,4,12806
12742,2,6656
12743,11,24139
12744,7,12642
12745,8,2817
12746,8,13171
12747,2,9881
12748,6,19134
12749,2,5516
12750,2,16429
12751,4,22724
12752,4,4768
12753,10,17488
12754,9,11945
12755,9,22043
12756,1,22637
12757,5,10425
12758,6,1929
12759,6,17808
12760,1,11044
12761,3,2336
12762,10,22760
12763,7,13500
12764,3,10814
12765,4,22872
12766,6,22517
12767,2,15484
12768,9,5690
12769,10,8185
12770,7,21210
12771,5,18163
12772,10,7941
12773,1,14114
12774,3,13951
12775,11,21420
12776,2,10117
12777,10,24680
12778,5,18816
12779,5,1795
12780,5,3044
12781,3,13084
12782,8,6234
12783,9,23124
12784,5,4691
12785,4,12975
12786,1,11519
12787,7,3390
12788,10,488
12789,7,15416
12790,7,19379
12791,4,24171
12792,11,18040
12793,4,7694
12794,5,10194
12795,8,9224
12796,3,14055
12797,2,14975
12798,6,16488
12799,6,18387
12800,5,20689
12801,7,24014
12802,6,23768
12803,4,3852
12804,2,21268
12805,5,10451
12806,8,729
12807,2,7998
12808,9,453
12809,3,17439
12810,7,18472
12811,6,16232
12812,1,24155
12813,9,4841
12814,10,1644
12815,8,3520
12816,10,19337
12817,8,10945
12818,4,14364
12819,8,13800
12820,11,22643
12821,11,17555
12822,10,18280
12823,8,11563
12824,10,12209
12825,8,11257
12826,4,23907
12827,4,12131
12828,10,5158
12829,2,10417
12830,6,16621
12831,8,19586
12832,9,15296
12833,6,3579
12834,2,9001
12835,4,15415
12836,6,16715
12837,3,20042
12838,3,1832
12839,3,7004
12840,4,9631
12841,7,19075
12842,9,16932
12843,8,7301
12844,10,23509
12845,6,12769
12846,8,7334
12847,5,10485
12848,4,15248
12849,10,14189
12850,7,13796
12851,7,13518
12852,6,8134
12853,9,13034
12854,5,14611
12855,8,24906
12856,5,15440
12857,2,10139
12858,2,20045
12859,5,4551
12860,8,12938
12861,2,20143
12862,4,22688
12863,8,1366
12864,11,806
12865,4,426
12866,10,1478
12867,8,9448
12868,6,13551
12869,8,23683
12870,11,2252
12871,5,24212
12872,2,16657
12873,2,13765
12874,8,1658
12875,6,22322
12876,4,22208
12877,9,5050
12878,11,17178
12879,2,11730
12880,9,3507
12881,11,13224
12882,8,2031
12883,6,24002
12884,4,17144
12885,11,14850
12886,7,8278
12887,5,21550
12888,6,3964
12889,2,3803
12890,1,7976
12891,9,989
12892,9,2002
12893,5,3030
12894,5,12857
12895,11,22579
12896,2,17148
12897,7,10055
12898,3,1945
12899,1,16802
12900,8,1787
12901,6,11578
12902,6,11713
12903,11,20154
12904,11,20104
12905,1,13851
12906,9,22974
12907,4,10328
12908,3,7599
12909,4,19676
12910,11,21125
12911,4,23474
12912,11,6047
12913,11,18920
12914,2,6751
12915,4,17739
12916,8,19386
12917,5,23984
12918,7,22755
12919,8,13047
12920,8,22975
12921,10,1387
12922,11,15523
12923,10,8599
12924,3,15857
12925,4,17356
12926,9,3332
12927,11,3438
12928,4,13708
12929,7,11449
12930,7,1387
12931,8,7343
12932,11,17192
12933,4,1205
12934,10,23023
12935,3,7045
12936,10,15419
12937,4,10071
12938,4,8862
12939,10,21228
12940,11,10998
12941,3,9130
12942,10,15535
12943,8,5134
12944,7,19274
12945,10,7274
12946,4,11095
12947,6,19860
12948,2,1218
12949,8,10533
12950,11,2468
12951,6,15543
12952,4,7020
12953,8,597
12954,5,17651
12955,3,22839
12956,5,15355
12957,3,12189
12958,8,186
12959,4,10067
12960,8,18263
12961,6,18472
12962,7,9272
12963,8,24056
12964,6,8487
12965,10,9630
12966,6,23408
12967,10,4736
12968,6,2274
12969,10,9814
12970,6,11302
12971,6,19887
12972,7,6316
12973,10,9645
12974,5,19291
12975,2,16344
12976,10,12203
12977,2,14647
12978,3,5600
12979,4,14371
12980,1,21425
12981,7,8336
12982,4,22683
12983,11,24530
12984,1,24709
12985,5,3800
12986,9,22005
12987,10,24126
12988,7,5294
12989,6,9616
12990,3,4860
12991,7,5401
12992,3,77
12993,8,192
12994,10,23190
12995,9,1448
12996,5,7357
12997,11,6343
12998,7,8435
12999,1,9061
13000,7,24532
13001,7,2375
13002,1,8071
13003,6,1442
13004,2,14878
13005,7,18460
13006,11,14262
13007,4,18768
13008,7,20606
13009,6,13104
13010,2,18653
13011,3,17250
13012,5,23063
13013,5,12881
13014,4,9762
13015,11,7715
13016,6,20388
13017,11,16731
13018,10,18778
13019,5,19662
13020,7,13866
13021,8,2379
13022,11,16246
13023,4,21087
13024,5,24551
13025,6,13341
13026,10,14699
13027,8,7550
13028,3,18565
13029,10,14266
13030,11,2600
13031,4,15090
13032,9,4703
13033,2,5873
13034,2,7773
13035,2,1432
13036,10,5302
13037,11,21338
13038,3,10253
13039,10,12913
13040,7,23288
13041,6,18557
13042,5,9565
13043,9,6600
13044,3,12860
13045,8,19810
13046,3,367
13047,1,3472
13048,1,9693
13049,5,20121
13050,10,24983
13051,6,17295
13052,3,16996
13053,11,2720
13054,1,13784
13055,11,12534
13056,4,20913
13057,11,2915
13058,2,6738
13059,1,15116
13060,8,9391
13061,2,3641
13062,8,13802
13063,6,6151
13064,11,23835
13065,9,2720
13066,6,2486
13067,3,5590
13068,3,4951
13069,2,6756
13070,1,6642
13071,3,19793
13072,1,1963
13073,7,3923
13074,11,3822
13075,4,3983
13076,2,15993
13077,7,3253
13078,11,16446
13079,3,17527
13080,8,1874
13081,9,8444
13082,10,7119
13083,2,11548
13084,9,15471
13085,5,9772
13086,2,23901
13087,7,5837
13088,4,15304
13089,2,16909
13090,3,19535
13091,9,16245
13092,2,1369
13093,8,11292
13094,2,14695
13095,2,5637
13096,5,22592
13097,8,22390
13098,4,1381
13099,6,4461
13100,1,16825
13101,9,22872
13102,9,5635
13103,2,11375
13104,6,19014
13105,10,11946
13106,1,18989
13107,6,14922
13108,11,4116
13109,9,17481
13110,6,21169
13111,11,4226
13112,2,14238
13113,11,22773
13114,2,8555
13115,5,7660
13116,2,19643
13117,4,1215
13118,3,3637
13119,10,15014
13120,9,508
13121,1,16430
13122,9,23727
13123,5,14181
13124,11,4271
13125,9,20012
13126,3,5587
13127,8,3855
13128,5,24341
13129,2,23902
13130,3,12278
13131,5,21660
13132,6,22824
13133,2,10857
13134,2,22293
13135,9,13837
13136,3,10052
13137,7,17286
13138,10,8591
13139,2,1543
13140,8,12391
13141,4,14569
13142,1,1815
13143,4,21315
13144,5,17716
13145,10,14558
13146,10,12617
13147,1,12318
13148,4,17355
13149,5,9113
13150,5,2519
13151,1,472
13152,1,21727
13153,1,23447
13154,8,16424
13155,5,24680
13156,3,5814
13157,11,7923
13158,4,6568
13159,6,12714
13160,3,7654
13161,10,8072
13162,6,8548
13163,10,4785
13164,9,6588
13165,3,16279
13166,9,15156
13167,10,16698
13168,8,17560
13169,8,17948
13170,1,12155
13171,10,2260
13172,9,10588
13173,1,23752
13174,2,280
